individualID,projectID,scientificName,scientificAbbreviation,dayCollected,monthCollected,yearCollected,locality,decimalLatitudeOriginal,decimalLongitudeOriginal,decimalLatitude,decimalLongitude,georeferenceProtocol,coordinateUncertaintyInMeters,depthOfColonyinMetersOriginal,depthOfColonyinMetersCorrected,EcoPlotID_full,k_value_GBR1,long_GBR1,lat_GBR1,k_value_GBR4,long_GBR4,lat_GBR4,Site.Name,Depth,Chl_a_sum_mean_monthly_max,Chl_a_sum_median_monthly_max,Chl_a_sum_overall_mean,Chl_a_sum_overall_median,Chl_a_sum_cv_monthly_mean,Chl_a_sum_sd_monthly_mean,NO3_mean_monthly_max,NO3_median_monthly_max,NO3_overall_mean,NO3_overall_median,NO3_cv_monthly_mean,NO3_sd_monthly_mean,Oxygen_mean_monthly_max,Oxygen_median_monthly_max,Oxygen_overall_mean,Oxygen_overall_median,Oxygen_cv_monthly_mean,Oxygen_sd_monthly_mean,PH_mean_monthly_max,PH_median_monthly_max,PH_overall_mean,PH_overall_median,PH_cv_monthly_mean,PH_sd_monthly_mean,alk_mean_monthly_max,alk_median_monthly_max,alk_overall_mean,alk_overall_median,alk_cv_monthly_mean,alk_sd_monthly_mean,omega_ar_mean_monthly_max,omega_ar_median_monthly_max,omega_ar_overall_mean,omega_ar_overall_median,omega_ar_cv_monthly_mean,omega_ar_sd_monthly_mean
Aspat_931,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558205,146.502776,-18.558205,146.502776,colony GPS,10,3.8,1.6,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_931,-3,0.349468259,0.279466183,0.225493145,0.165314114,73.30250267,0.165292119,4.116684421,1.168628193,1.250780999,0.245816599,141.5524197,1.770510769,6897.876881,6879.077685,6784.534346,6784.196099,3.96879077,269.2639729,8.066715396,8.063423623,8.054940788,8.054289072,0.289667878,0.023332576,2232.443301,2233.010524,2220.223467,2223.11769,1.190203947,26.42518734,3.688772809,3.654296039,3.599744893,3.547174186,7.451959698,0.268251539
Aspat_932,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558242,146.502773,-18.558242,146.502773,colony GPS,10,4.4,2.2,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_932,-3,0.349469758,0.27946824,0.225494658,0.165318666,73.30256883,0.165293377,4.116685732,1.168661641,1.250781815,0.245801116,141.5531884,1.770521538,6897.878185,6879.079553,6784.534354,6784.193284,3.968831283,269.2667218,8.066715028,8.063422791,8.054940289,8.054288523,0.289668871,0.023332655,2232.442522,2233.008812,2220.22265,2223.116786,1.190234267,26.42585079,3.688769151,3.654288482,3.599740546,3.54716569,7.452081729,0.268255608
Aspat_933,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558277,146.502732,-18.558277,146.502732,colony GPS,10,4.6,2.4,NA,5.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_933,-3,0.349478446,0.279474178,0.225502412,0.165337188,73.30201584,0.165297814,4.117096081,1.168773641,1.250918029,0.245762675,141.5545997,1.770732009,6897.888082,6879.089384,6784.540048,6784.188974,3.968991626,269.2778264,8.066713958,8.063419001,8.054939049,8.054287408,0.289671733,0.023332882,2232.439463,2233.001302,2220.219526,2223.111899,1.190346448,26.42830428,3.688759782,3.654272718,3.599729265,3.547142316,7.452496034,0.268269681
Aspat_934,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558363,146.502723,-18.558363,146.502723,colony GPS,10,4.6,2.4,NA,5.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_934,-3,0.349482365,0.279479207,0.225506295,0.16534856,73.30213822,0.165300936,4.117122261,1.16885608,1.250927515,0.245725222,141.5564331,1.77076837,6897.891609,6879.09418,6784.540387,6784.182322,3.969092915,269.2847118,8.06671306,8.063416892,8.054937843,8.054286031,0.289674156,0.023333073,2232.437525,2232.996977,2220.217488,2223.109561,1.190421851,26.42995413,3.68875093,3.65425464,3.599718729,3.547121668,7.452797385,0.268279743
Aspat_935,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558388,146.50272,-18.558388,146.50272,colony GPS,10,4.8,2.6,NA,5.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_935,-3,0.349483584,0.279480714,0.225507493,0.165352015,73.30216774,0.165301881,4.117134205,1.168880917,1.250931705,0.245714068,141.5569741,1.770781069,6897.892727,6879.095659,6784.540546,6784.18037,3.969123681,269.2868055,8.066712791,8.063416246,8.054937484,8.054285621,0.289674881,0.023333131,2232.436937,2232.995655,2220.21687,2223.108837,1.190444684,26.4304537,3.688748291,3.65424929,3.599715587,3.547115499,7.452888261,0.26828278
Aspat_936,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558438,146.502713,-18.558438,146.502713,colony GPS,10,5.2,3,NA,5.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_936,-3,0.349486222,0.279483841,0.22551006,0.165359304,73.30221085,0.16530386,4.117169113,1.168932786,1.250943725,0.245691095,141.5580758,1.770811867,6897.895196,6879.098834,6784.541018,6784.176419,3.969188542,269.2912247,8.066712233,8.063414872,8.054936745,8.054284775,0.289676385,0.02333325,2232.435696,2232.99285,2220.215569,2223.107279,1.190492638,26.43150291,3.688742852,3.654238354,3.599709105,3.547102742,7.453078213,0.268289135
Aspat_937,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558491,146.502692,-18.558491,146.502692,colony GPS,10,5.1,2.9,NA,5.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_937,-3,0.349491623,0.279488588,0.225515041,0.165372101,73.30203823,0.165307122,4.117352128,1.169016494,1.251004733,0.2456582,141.5594931,1.770915959,6897.900908,6879.105077,6784.543545,6784.171636,3.969300928,269.2989499,8.066711384,8.063412344,8.054935685,8.054283559,0.289678667,0.02333343,2232.43355,2232.98777,2220.21335,2223.104186,1.190573343,26.43326831,3.688734972,3.654223677,3.599699666,3.547083731,7.453386543,0.26829953
Aspat_938,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558456,146.502636,-18.558456,146.502636,colony GPS,10,4.4,2.2,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_938,-3,0.349501371,0.279492761,0.22552332,0.165389666,73.30102697,0.165310909,4.117979958,1.169108197,1.251211981,0.245636331,141.5598253,1.771213495,6897.912999,6879.115713,6784.552276,6784.171764,3.969450023,269.3094119,8.066710625,8.063408523,8.054934977,8.054282728,0.289680683,0.023333591,2232.430714,2232.980347,2220.210515,2223.098856,1.190672826,26.43544328,3.688729369,3.654217605,3.599692774,3.547068212,7.453729942,0.268311378
Aspat_939,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558459,146.502608,-18.558459,146.502608,colony GPS,10,4.3,2.1,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_939,-3,0.349506785,0.279495831,0.225528037,0.16540037,73.30058542,0.165313372,4.118277563,1.169169287,1.251310369,0.245617756,141.5603936,1.771359885,6897.919409,6879.121728,6784.556408,6784.170331,3.969542025,269.3158179,8.066710071,8.063406275,8.054934377,8.054282032,0.289682163,0.023333708,2232.428961,2232.975926,2220.20874,2223.095853,1.190735976,26.43682421,3.688724781,3.654210732,3.599687208,3.547056371,7.453957146,0.268319142
Aspat_940,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558463,146.502588,-18.558463,146.502588,colony GPS,10,4.1,1.9,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_940,-3,0.3495107,0.279498112,0.225531459,0.16540819,73.30027586,0.165315182,4.118488646,1.169214291,1.251380155,0.245603799,141.5608365,1.771464216,6897.924021,6879.126087,6784.559338,6784.169171,3.969609311,269.3204992,8.06670966,8.063404639,8.054933926,8.054281509,0.289683264,0.023333795,2232.42768,2232.972705,2220.20744,2223.093679,1.190782288,26.43783695,3.688721343,3.654205476,3.599683041,3.547047546,7.454124431,0.268324853
Aspat_941,ECT1,Acropora spathulata,Aspat,8,3,2022,Pelorus,-18.558457,146.502575,-18.558457,146.502575,colony GPS,10,3.9,1.7,NA,2.35,146.500371,-18.559904,3,146.488788,-18.556022,Aspat_941,-3,0.349513015,0.279499179,0.225533438,0.165412463,73.3000476,0.165316117,4.118632635,1.16923711,1.251427694,0.245597952,141.5609553,1.771532999,6897.926863,6879.128626,6784.56134,6784.169048,3.969645671,269.3230455,8.066709466,8.063403718,8.054933737,8.054281288,0.28968378,0.023333836,2232.426988,2232.970912,2220.206746,2223.092409,1.190806723,26.4383712,3.688719862,3.654203677,3.599681227,3.54704353,7.454209715,0.268327788
Aspat_942,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423753,146.985555,-18.423753,146.985555,colony GPS,10,2.3,1.5,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_942,-3,0.437460871,0.401764422,0.259648127,0.25429654,41.51372424,0.107789607,0.879757857,0.631566159,0.265555864,0.135278378,86.33340149,0.22926341,6854.81638,6842.323718,6777.173795,6782.828324,2.483614884,168.3188971,8.081254174,8.082048175,8.072180919,8.070341299,0.290966519,0.023487344,2252.361214,2251.417184,2247.961352,2247.83509,0.332333943,7.47073859,3.768277442,3.755426116,3.720475921,3.722955139,2.819629873,0.10490365
Aspat_943,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423708,146.985631,-18.423708,146.985631,colony GPS,10,2.1,1.3,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_943,-3,0.437456095,0.401770643,0.259636282,0.254326116,41.51562863,0.107789634,0.879639897,0.631598685,0.265536446,0.135242848,86.32984654,0.229237206,6854.821576,6842.334736,6777.176291,6782.782792,2.483494409,168.3107943,8.081254552,8.082052594,8.072181166,8.070338382,0.290971546,0.02348775,2252.361504,2251.41722,2247.961991,2247.835233,0.332309894,7.470200109,3.768281389,3.755426819,3.720481681,3.722971852,2.819409527,0.104895615
Aspat_944,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423717,146.985672,-18.423717,146.985672,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_944,-0.5,0.425667523,0.385976126,0.251925004,0.252245082,41.66697261,0.104969522,0.878760299,0.634015867,0.268585959,0.137777683,84.88992532,0.22800242,6853.420164,6841.849356,6773.857018,6780.181808,2.438155811,165.1571885,8.080049138,8.081640744,8.06971495,8.068813371,0.300057763,0.024213806,2252.396235,2251.427965,2247.973455,2247.853573,0.331996586,7.463195115,3.774402336,3.761525391,3.724290826,3.724960321,2.833276434,0.105519454
Aspat_945,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423717,146.98572,-18.423717,146.98572,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_945,-0.5,0.425665566,0.385970252,0.251918524,0.252260829,41.66835072,0.104970294,0.878696668,0.633952595,0.268574717,0.137741099,84.8887485,0.227989716,6853.421539,6841.855066,6773.857519,6780.178284,2.438101422,165.1535165,8.080049356,8.081640458,8.069715024,8.06881353,0.300060858,0.024214056,2252.396383,2251.428011,2247.973762,2247.853757,0.331983498,7.462901935,3.77440395,3.761527701,3.724293457,3.724965761,2.833167946,0.105515488
Aspat_946,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423696,146.98571,-18.423696,146.98571,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_946,-0.5,0.42566651,0.385965219,0.251919767,0.252259613,41.66797819,0.104969874,0.878712199,0.633939325,0.268576786,0.137748537,84.88824086,0.227990109,6853.422228,6841.85492,6773.857964,6780.180369,2.438098515,165.1533304,8.080049324,8.081640131,8.069715043,8.068813698,0.300060609,0.024214036,2252.396374,2251.427988,2247.973771,2247.853653,0.331984597,7.462926663,3.774404365,3.76152777,3.724293681,3.724971086,2.833166869,0.105515455
Aspat_947,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423691,146.985726,-18.423691,146.985726,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_947,-0.5,0.425665985,0.385961772,0.251917582,0.252265354,41.66841738,0.104970069,0.878691531,0.633911943,0.268572973,0.137736299,84.8876698,0.227985338,6853.42292,6841.857073,6773.858262,6780.179516,2.438076994,165.1518799,8.0800494,8.081639943,8.069715076,8.068813799,0.300061735,0.024214127,2252.396429,2251.428,2247.973891,2247.853699,0.331979847,7.462820282,3.774405082,3.761528672,3.724294742,3.724974436,2.833125064,0.105513928
Aspat_948,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423684,146.985709,-18.423684,146.985709,colony GPS,10,1.4,0.6,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_948,-0.5,0.425666856,0.385961765,0.251919841,0.252260466,41.66790079,0.104969709,0.87871482,0.633925526,0.268576863,0.137749192,84.88783544,0.227989085,6853.422757,6841.855398,6773.858267,6780.181215,2.438091512,165.1528634,8.080049327,8.081639916,8.069715062,8.06881381,0.30006077,0.024214049,2252.396384,2251.427979,2247.973807,2247.853611,0.331983939,7.46291199,3.77440476,3.761528037,3.724294067,3.724974662,2.833155595,0.105515046
Aspat_949,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423767,146.985506,-18.423767,146.985506,colony GPS,10,6.1,5.3,NA,5.35,146.985371,-18.424904,5.5,146.998788,-18.436022,Aspat_949,-5.55,0.452932399,0.412778409,0.271045393,0.264739367,41.23741571,0.111772116,0.905000917,0.638996306,0.270596337,0.136946918,87.80431323,0.237595255,6856.189907,6842.74714,6778.705441,6792.466173,2.503381569,169.6968626,8.082066874,8.082157647,8.073426108,8.072513203,0.2879295,0.023245775,2252.305094,2251.397886,2247.974756,2247.809941,0.330707586,7.434223046,3.765102788,3.751133434,3.718406687,3.721916642,2.81814905,0.104790243
Aspat_950,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423745,146.985502,-18.423745,146.985502,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_950,-0.5,0.425673755,0.38600546,0.251948105,0.2521865,41.66220823,0.104967144,0.87898287,0.634275939,0.268626181,0.137907664,84.89511304,0.2280505,6853.414002,6841.827736,6773.854511,6780.192466,2.438367514,165.1714678,8.080048348,8.081642284,8.069714642,8.068812539,0.300046273,0.024212878,2252.395683,2251.427821,2247.97227,2247.853007,0.33204514,7.464282661,3.774395629,3.761516473,3.724280478,3.724932413,2.83369235,0.105534651
Aspat_951,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423619,146.985512,-18.423619,146.985512,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_951,-0.5,0.425676577,0.385966855,0.25194615,0.252202087,41.66197832,0.10496575,0.878983407,0.634104491,0.268622274,0.137899038,84.89034802,0.228034383,6853.420126,6841.835171,6773.857901,6780.19984,2.438270969,165.1650107,8.080048472,8.081639911,8.069714865,8.06881378,0.300049277,0.024213121,2252.395845,2251.427749,2247.972775,2247.852652,0.332032679,7.464004222,3.774400456,3.761520242,3.724285645,3.724972242,2.833528071,0.105528679
Aspat_952,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423585,146.9855,-18.423585,146.9855,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_952,-0.5,0.425677935,0.385958251,0.251947602,0.252201474,41.66149576,0.10496514,0.879003015,0.634077665,0.268624655,0.137907906,84.88942673,0.22803393,6853.421357,6841.835429,6773.858662,6780.202902,2.43826158,165.1643933,8.080048439,8.081639359,8.069714902,8.068814065,0.300049142,0.02421311,2252.395843,2251.427715,2247.972818,2247.8525,0.332033324,7.464018865,3.774401265,3.761520552,3.724286234,3.724981311,2.833516963,0.105528282
Aspat_953,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.42356,146.98547,-18.42356,146.98547,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_953,-0.5,0.425679805,0.3859546,0.251951539,0.252194041,41.66053257,0.104964353,0.879045605,0.634086142,0.268631393,0.137930635,84.88927206,0.228039234,6853.421655,6841.833095,6773.858999,6780.206704,2.438278743,165.1655641,8.080048319,8.081639084,8.069714897,8.068814205,0.300047673,0.024212992,2252.395777,2251.427671,2247.972713,2247.852307,0.332039588,7.464159343,3.774401147,3.761519757,3.724285503,3.72498556,2.833556779,0.105529744
Aspat_954,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423654,146.985455,-18.423654,146.985455,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_954,-0.5,0.425678027,0.385984422,0.251954042,0.252179882,41.66048379,0.104965273,0.879055434,0.634224299,0.268636133,0.137942953,84.89300819,0.228053295,6853.416871,6841.826645,6773.856391,6780.201762,2.438359383,165.1709629,8.080048191,8.081640903,8.069714719,8.068813255,0.300044939,0.024212771,2252.395633,2251.427717,2247.972288,2247.852543,0.332050966,7.464413694,3.774397293,3.761516578,3.724281232,3.724954999,2.833696522,0.105534828
Aspat_955,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423533,146.985435,-18.423533,146.985435,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_955,-0.5,0.425681933,0.385951008,0.251956146,0.25218515,41.65941762,0.104963463,0.87909508,0.63409883,0.268639289,0.137957184,84.88917029,0.228045663,6853.421901,6841.830262,6773.859335,6780.210998,2.438300255,165.1670294,8.080048177,8.081638804,8.069714887,8.068814347,0.300045918,0.02421285,2252.395697,2251.42762,2247.972584,2247.852088,0.332047069,7.464327072,3.774400932,3.761518773,3.72428457,3.724989844,2.833605705,0.10553154
Aspat_957,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423685,146.985695,-18.423685,146.985695,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_957,-0.5,0.425667402,0.385963779,0.251921737,0.252255773,41.66750278,0.104969497,0.878733274,0.633945247,0.268580157,0.137759873,84.88821434,0.227992899,6853.422309,6841.853682,6773.858094,6780.182178,2.438108057,165.15398,8.080049263,8.081640018,8.069715038,8.068813754,0.300059849,0.024213975,2252.396339,2251.427967,2247.973714,2247.853561,0.331987834,7.462999247,3.774404254,3.761527336,3.724293263,3.724972768,2.833188373,0.105516244
Aspat_958,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423674,146.985703,-18.423674,146.985703,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_958,-0.5,0.425667356,0.385959518,0.2519206,0.252259481,41.66768796,0.104969489,0.878723851,0.633920836,0.268578137,0.137753674,84.88762426,0.2279896,6853.42305,6841.855181,6773.858466,6780.182298,2.43809153,165.1528695,8.080049306,8.081639768,8.069715069,8.068813886,0.300060572,0.024214033,2252.396376,2251.427967,2247.973804,2247.853557,0.331984799,7.462931318,3.774404916,3.76152801,3.724294106,3.724977057,2.833157879,0.105515132
Aspat_959,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423668,146.985723,-18.423668,146.985723,colony GPS,10,1.5,0.7,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_959,-0.5,0.425666693,0.385955277,0.251917867,0.252266636,41.66823816,0.104969737,0.878697979,0.633886904,0.268573371,0.137738373,84.8869195,0.227983661,6853.423903,6841.857859,6773.858832,6780.181215,2.438064792,165.1510672,8.080049401,8.081639538,8.06971511,8.06881401,0.300061975,0.024214147,2252.396444,2251.427982,2247.973953,2247.853615,0.33197888,7.462798742,3.774405804,3.761529131,3.724295423,3.724981169,2.833105893,0.105513233
Aspat_960,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423655,146.985745,-18.423655,146.985745,colony GPS,10,1.4,0.6,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_960,-0.5,0.425666126,0.385948704,0.251914827,0.252275139,41.66881771,0.10496993,0.878670205,0.633841516,0.268568041,0.137721483,84.88591565,0.227976441,6853.425139,6841.861124,6773.859402,6780.180434,2.438031036,165.1487946,8.08004951,8.081639167,8.069715165,8.068814207,0.30006364,0.024214281,2252.396525,2251.427995,2247.974139,2247.853659,0.331971871,7.46264181,3.774407009,3.761530532,3.724297108,3.724987661,2.833041482,0.105510882
Aspat_961,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423662,146.985764,-18.423662,146.985764,colony GPS,10,1.5,0.7,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_961,-0.5,0.425665175,0.385948476,0.251912299,0.252280679,41.66939171,0.104970323,0.878644281,0.633825332,0.268563686,0.137707076,84.88570147,0.227972169,6853.425359,6841.863037,6773.859417,6780.178588,2.438014258,165.1476584,8.080049592,8.081639183,8.069715183,8.068814203,0.300064733,0.024214369,2252.396576,2251.428018,2247.974236,2247.853754,0.331967236,7.46253793,3.774407399,3.761531263,3.724297892,3.724987661,2.833006439,0.105509599
Aspat_962,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423683,146.985753,-18.423683,146.985753,colony GPS,10,1.6,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_962,-0.5,0.42566509,0.38595609,0.251913895,0.252274998,41.66916044,0.104970405,0.878656611,0.633866305,0.268566544,0.137715656,84.88672236,0.227977337,6853.424066,6841.860683,6773.858753,6780.178047,2.438040975,165.149452,8.080049528,8.081639635,8.069715131,8.068813965,0.300063627,0.02421428,2252.396521,2251.428021,2247.974092,2247.853777,0.331971866,7.462641536,3.774406277,3.761530182,3.724296516,3.724979955,2.833055013,0.105511369
Aspat_963,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423692,146.985758,-18.423692,146.985758,colony GPS,10,1.7,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_963,-0.5,0.425664657,0.385958167,0.251913268,0.25227575,41.66934043,0.104970597,0.87864902,0.633871073,0.268565494,0.137711931,84.88692238,0.227976982,6853.423791,6841.86083,6773.85857,6780.1771,2.438041417,165.1494775,8.080049545,8.081639771,8.069715124,8.068813895,0.30006378,0.024214292,2252.396527,2251.428032,2247.974092,2247.853825,0.331971202,7.462626611,3.774406123,3.761530186,3.724296459,3.724977753,2.833053872,0.105511325
Aspat_964,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.42369,146.985788,-18.42369,146.985788,colony GPS,10,1.3,0.5,NA,0.5,146.985371,-18.424904,0.5,146.998788,-18.436022,Aspat_964,-0.5,0.425663488,0.385953923,0.251909209,0.252285781,41.67019395,0.104971056,0.878609498,0.633829098,0.268558446,0.137689069,84.88611719,0.227968837,6853.424745,6841.864499,6773.858936,6780.175024,2.438006079,165.1470926,8.080049683,8.081639556,8.069715174,8.068814014,0.300065752,0.024214451,2252.396621,2251.42806,2247.974291,2247.853934,0.331962871,7.462440002,3.774407204,3.761531683,3.724298177,3.724981764,2.832983825,0.105508765
Aspat_965,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423662,146.985794,-18.423662,146.985794,colony GPS,10,1.5,0.7,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_965,-0.5,0.425663954,0.385944824,0.25190825,0.252290516,41.67025353,0.104970806,0.878604538,0.633785868,0.268556663,0.13768423,84.88496823,0.227964238,6853.426221,6841.866606,6773.859731,6780.176382,2.43798027,165.1453637,8.080049728,8.081639005,8.069715229,8.068814302,0.300066668,0.024214526,2252.396669,2251.428047,2247.974428,2247.853869,0.331959059,7.462354766,3.774408409,3.761532708,3.724299537,3.724991058,2.832938637,0.105507121
Aspat_966,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423651,146.985782,-18.423651,146.985782,colony GPS,10,1.8,1.1,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_966,-0.5,0.425664721,0.385942993,0.25190981,0.252287671,41.66986461,0.104970477,0.878621601,0.633787758,0.268559321,0.137693257,84.88486782,0.227966225,6853.426388,6841.865726,6773.859894,6780.177971,2.437986393,165.1457825,8.080049681,8.081638873,8.069715229,8.068814368,0.300066103,0.02421448,2252.396644,2251.428028,2247.97439,2247.853789,0.331961474,7.462408915,3.774408399,3.761532419,3.724299285,3.724993083,2.832953327,0.10550766
Aspat_967,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423635,146.98576,-18.423635,146.98576,colony GPS,10,1.5,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_967,-0.5,0.425666022,0.38594089,0.251912694,0.25228204,41.66916834,0.104969924,0.878652446,0.633796507,0.268564253,0.137709853,84.88483317,0.227970318,6853.426501,6841.863905,6773.860082,6780.180616,2.438000456,165.1467397,8.080049591,8.081638709,8.069715221,8.068814449,0.300064986,0.02421439,2252.396592,2251.427997,2247.974305,2247.853654,0.331966226,7.462515454,3.774408231,3.76153178,3.724298667,3.724995512,2.832984977,0.105508822
Aspat_968,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.4236,146.985772,-18.4236,146.985772,colony GPS,10,1.6,0.9,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_968,-0.5,0.425666416,0.385928939,0.251910879,0.252289451,41.66937336,0.104969685,0.878640219,0.633736463,0.268560952,0.137700338,84.88328845,0.227963368,6853.428475,6841.867077,6773.861124,6780.181981,2.437963073,165.1442328,8.080049668,8.081637991,8.069715297,8.068814824,0.300066424,0.024214506,2252.396666,2251.427986,2247.974505,2247.853591,0.331960227,7.462381266,3.774409888,3.761533279,3.724300615,3.725007637,2.832918273,0.105506393
Aspat_969,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.42359,146.985776,-18.42359,146.985776,colony GPS,10,1.4,0.7,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_969,-0.5,0.425666504,0.385925451,0.251910282,0.252291759,41.66944854,0.104969625,0.87863596,0.633718543,0.268559873,0.137697179,84.88283339,0.227961229,6853.429055,6841.868052,6773.861427,6780.182329,2.437951741,165.1434726,8.080049693,8.081637782,8.06971532,8.068814934,0.300066873,0.024214542,2252.396689,2251.427983,2247.974566,2247.853575,0.331958356,7.462339413,3.774410381,3.761533736,3.724301203,3.725011166,2.832897914,0.105505651
Aspat_970,ECT1,Acropora spathulata,Aspat,9,3,2022,Kelso,-18.423594,146.985813,-18.423594,146.985813,colony GPS,10,1.5,0.8,NA,2.35,146.985371,-18.424904,1.5,146.998788,-18.436022,Aspat_970,-0.5,0.425664897,0.385922133,0.251905306,0.252303501,41.67052801,0.104970271,0.878586513,0.633674901,0.26855126,0.137669038,84.882073,0.227951876,6853.429934,6841.872256,6773.86171,6780.179351,2.437912523,165.1408229,8.080049859,8.081637636,8.069715371,8.068815018,0.300069184,0.024214729,2252.3968,2251.428021,2247.974788,2247.853729,0.331948581,7.462120415,3.774411486,3.761535414,3.724303085,3.725014129,2.83281878,0.105502757
